id;excel_id;schema_version;name;kuerzel;typ;rechtsform;ebene;sitz;bundesland;koordinaten;gruendungsjahr;aufgeloest;aufgeloest_jahr;zustaendigkeit;website;rechtsgrundlage;haushalt_mio_eur;haushalt_jahr;beschaeftigte;beschaeftigte_jahr;ministerium_id;ressort;klassifikation;anmerkung;beziehungen;quellen;daten_qualitaet;recherche_datum;recherche_agent_version
jobbertreköp_14104;14104;1.0;Jobcenter Berlin Treptow-Köpenick;;KdöR;Dienststelle der BA;Bund;Berlin;Berlin;"{""lat"": null, ""lon"": null}";;false;;Jobcenter;https://www.arbeitsagentur.de;;183.78;2025;;;bmas;Bundesministerium für Arbeit und Soziales (BMAS);Jobcenter;Aggregiert unter Bundesagentur für Arbeit (BA);"[{""zu_id"": ""bmas"", ""typ"": ""UNTERSTELLT"", ""richtung"": ""eingehend"", ""seit"": null, ""quelle"": null}]";"[""https://www.arbeitsagentur.de""]";"{""vollstaendigkeit_prozent"": 66.7, ""zuletzt_verifiziert"": ""2026-06-06"", ""verifikation_noetig"": false}";2026-06-06;2.0
jobberwit_14105;14105;1.0;Jobcenter Bernkastel-Wittlich;;KdöR;Dienststelle der BA;Bund;Bernkastel-Wittlich;;"{""lat"": null, ""lon"": null}";;false;;Jobcenter;https://www.arbeitsagentur.de;;;;;;bmas;Bundesministerium für Arbeit und Soziales (BMAS);Jobcenter;Aggregiert unter Bundesagentur für Arbeit (BA);"[{""zu_id"": ""bmas"", ""typ"": ""UNTERSTELLT"", ""richtung"": ""eingehend"", ""seit"": null, ""quelle"": null}]";"[""https://www.arbeitsagentur.de""]";"{""vollstaendigkeit_prozent"": 58.3, ""zuletzt_verifiziert"": ""2026-06-06"", ""verifikation_noetig"": false}";2026-06-06;2.0
jobbir_14106;14106;1.0;Jobcenter Birkenfeld;;KdöR;Dienststelle der BA;Bund;Birkenfeld;;"{""lat"": null, ""lon"": null}";;false;;Jobcenter;https://www.arbeitsagentur.de;;;;;;bmas;Bundesministerium für Arbeit und Soziales (BMAS);Jobcenter;Aggregiert unter Bundesagentur für Arbeit (BA);"[{""zu_id"": ""bmas"", ""typ"": ""UNTERSTELLT"", ""richtung"": ""eingehend"", ""seit"": null, ""quelle"": null}]";"[""https://www.arbeitsagentur.de""]";"{""vollstaendigkeit_prozent"": 58.3, ""zuletzt_verifiziert"": ""2026-06-06"", ""verifikation_noetig"": false}";2026-06-06;2.0
jobbitprü_14107;14107;1.0;Jobcenter Bitburg-Prüm;;KdöR;Dienststelle der BA;Bund;Bitburg-Prüm;;"{""lat"": null, ""lon"": null}";;false;;Jobcenter;https://www.arbeitsagentur.de;;;;;;bmas;Bundesministerium für Arbeit und Soziales (BMAS);Jobcenter;Aggregiert unter Bundesagentur für Arbeit (BA);"[{""zu_id"": ""bmas"", ""typ"": ""UNTERSTELLT"", ""richtung"": ""eingehend"", ""seit"": null, ""quelle"": null}]";"[""https://www.arbeitsagentur.de""]";"{""vollstaendigkeit_prozent"": 58.3, ""zuletzt_verifiziert"": ""2026-06-06"", ""verifikation_noetig"": false}";2026-06-06;2.0
jobboc_4281;4281;1.0;Jobcenter Bochum;;KdöR;Dienststelle der BA;Bund;Bochum;Nordrhein-Westfalen;"{""lat"": null, ""lon"": null}";;false;;Jobcenter;https://www.arbeitsagentur.de;;;;;;bmas;Bundesministerium für Arbeit und Soziales (BMAS);Jobcenter;Aggregiert unter Bundesagentur für Arbeit (BA);"[{""zu_id"": ""bmas"", ""typ"": ""UNTERSTELLT"", ""richtung"": ""eingehend"", ""seit"": null, ""quelle"": null}]";"[""https://www.arbeitsagentur.de""]";"{""vollstaendigkeit_prozent"": 66.7, ""zuletzt_verifiziert"": ""2026-06-06"", ""verifikation_noetig"": false}";2026-06-06;2.0
jobbon_4282;4282;1.0;Jobcenter Bonn;;KdöR;Dienststelle der BA;Bund;Bonn;Nordrhein-Westfalen;"{""lat"": null, ""lon"": null}";;false;;Jobcenter;https://www.arbeitsagentur.de;;;;;;bmas;Bundesministerium für Arbeit und Soziales (BMAS);Jobcenter;Aggregiert unter Bundesagentur für Arbeit (BA);"[{""zu_id"": ""bmas"", ""typ"": ""UNTERSTELLT"", ""richtung"": ""eingehend"", ""seit"": null, ""quelle"": null}]";"[""https://www.arbeitsagentur.de""]";"{""vollstaendigkeit_prozent"": 66.7, ""zuletzt_verifiziert"": ""2026-06-06"", ""verifikation_noetig"": false}";2026-06-06;2.0
jobbot_4287;4287;1.0;Jobcenter Bottrop;;KdöR;Dienststelle der BA;Bund;Bottrop;;"{""lat"": null, ""lon"": null}";;false;;Jobcenter;https://www.arbeitsagentur.de;;;;;;bmas;Bundesministerium für Arbeit und Soziales (BMAS);Jobcenter;Aggregiert unter Bundesagentur für Arbeit (BA);"[{""zu_id"": ""bmas"", ""typ"": ""UNTERSTELLT"", ""richtung"": ""eingehend"", ""seit"": null, ""quelle"": null}]";"[""https://www.arbeitsagentur.de""]";"{""vollstaendigkeit_prozent"": 58.3, ""zuletzt_verifiziert"": ""2026-06-06"", ""verifikation_noetig"": false}";2026-06-06;2.0
jobbra_14108;14108;1.0;Jobcenter Braunschweig;;KdöR;Dienststelle der BA;Bund;Braunschweig;Niedersachsen;"{""lat"": null, ""lon"": null}";;false;;Jobcenter;https://www.arbeitsagentur.de;;;;;;bmas;Bundesministerium für Arbeit und Soziales (BMAS);Jobcenter;Aggregiert unter Bundesagentur für Arbeit (BA);"[{""zu_id"": ""bmas"", ""typ"": ""UNTERSTELLT"", ""richtung"": ""eingehend"", ""seit"": null, ""quelle"": null}]";"[""https://www.arbeitsagentur.de""]";"{""vollstaendigkeit_prozent"": 66.7, ""zuletzt_verifiziert"": ""2026-06-06"", ""verifikation_noetig"": false}";2026-06-06;2.0
jobbrahav_4125;4125;1.0;Jobcenter Brandenburg an der Havel;;KdöR;Dienststelle der BA;Bund;Brandenburg an der Havel;;"{""lat"": null, ""lon"": null}";;false;;Jobcenter;https://www.arbeitsagentur.de;;;;;;bmas;Bundesministerium für Arbeit und Soziales (BMAS);Jobcenter;Aggregiert unter Bundesagentur für Arbeit (BA);"[{""zu_id"": ""bmas"", ""typ"": ""UNTERSTELLT"", ""richtung"": ""eingehend"", ""seit"": null, ""quelle"": null}]";"[""https://www.arbeitsagentur.de""]";"{""vollstaendigkeit_prozent"": 58.3, ""zuletzt_verifiziert"": ""2026-06-06"", ""verifikation_noetig"": false}";2026-06-06;2.0
jobbre_12129;12129;1.0;Jobcenter Bremen;;KdöR;Dienststelle der BA;Bund;Bremen;Bremen;"{""lat"": null, ""lon"": null}";;false;;Jobcenter;https://www.arbeitsagentur.de;;;;;;bmas;Bundesministerium für Arbeit und Soziales (BMAS);Jobcenter;Aggregiert unter Bundesagentur für Arbeit (BA);"[{""zu_id"": ""bmas"", ""typ"": ""UNTERSTELLT"", ""richtung"": ""eingehend"", ""seit"": null, ""quelle"": null}]";"[""https://www.arbeitsagentur.de""]";"{""vollstaendigkeit_prozent"": 66.7, ""zuletzt_verifiziert"": ""2026-06-06"", ""verifikation_noetig"": false}";2026-06-06;2.0
jobbre_14109;14109;1.0;Jobcenter Bremerhaven;;KdöR;Dienststelle der BA;Bund;Bremerhaven;Bremen;"{""lat"": null, ""lon"": null}";;false;;Jobcenter;https://www.arbeitsagentur.de;;;;;;bmas;Bundesministerium für Arbeit und Soziales (BMAS);Jobcenter;Aggregiert unter Bundesagentur für Arbeit (BA);"[{""zu_id"": ""bmas"", ""typ"": ""UNTERSTELLT"", ""richtung"": ""eingehend"", ""seit"": null, ""quelle"": null}]";"[""https://www.arbeitsagentur.de""]";"{""vollstaendigkeit_prozent"": 66.7, ""zuletzt_verifiziert"": ""2026-06-06"", ""verifikation_noetig"": false}";2026-06-06;2.0
jobbrehoc_8834;8834;1.0;Jobcenter Breisgau-Hochschwarzwald;;KdöR;Dienststelle der BA;Bund;Breisgau-Hochschwarzwald;;"{""lat"": null, ""lon"": null}";;false;;Jobcenter;https://www.arbeitsagentur.de;;;;;;bmas;Bundesministerium für Arbeit und Soziales (BMAS);Jobcenter;Aggregiert unter Bundesagentur für Arbeit (BA);"[{""zu_id"": ""bmas"", ""typ"": ""UNTERSTELLT"", ""richtung"": ""eingehend"", ""seit"": null, ""quelle"": null}]";"[""https://www.arbeitsagentur.de""]";"{""vollstaendigkeit_prozent"": 58.3, ""zuletzt_verifiziert"": ""2026-06-06"", ""verifikation_noetig"": false}";2026-06-06;2.0
jobböb_14156;14156;1.0;Jobcenter Böblingen;;KdöR;Dienststelle der BA;Bund;Böblingen;;"{""lat"": null, ""lon"": null}";;false;;Jobcenter;https://www.arbeitsagentur.de;;;;;;bmas;Bundesministerium für Arbeit und Soziales (BMAS);Jobcenter;Aggregiert unter Bundesagentur für Arbeit (BA);"[{""zu_id"": ""bmas"", ""typ"": ""UNTERSTELLT"", ""richtung"": ""eingehend"", ""seit"": null, ""quelle"": null}]";"[""https://www.arbeitsagentur.de""]";"{""vollstaendigkeit_prozent"": 58.3, ""zuletzt_verifiziert"": ""2026-06-06"", ""verifikation_noetig"": false}";2026-06-06;2.0
jobbör_7436;7436;1.0;Jobcenter Börde;;KdöR;Dienststelle der BA;Bund;Börde;;"{""lat"": null, ""lon"": null}";;false;;Jobcenter;https://www.arbeitsagentur.de;;;;;;bmas;Bundesministerium für Arbeit und Soziales (BMAS);Jobcenter;Aggregiert unter Bundesagentur für Arbeit (BA);"[{""zu_id"": ""bmas"", ""typ"": ""UNTERSTELLT"", ""richtung"": ""eingehend"", ""seit"": null, ""quelle"": null}]";"[""https://www.arbeitsagentur.de""]";"{""vollstaendigkeit_prozent"": 58.3, ""zuletzt_verifiziert"": ""2026-06-06"", ""verifikation_noetig"": false}";2026-06-06;2.0
jobche_14110;14110;1.0;Jobcenter Chemnitz;;KdöR;Dienststelle der BA;Bund;Chemnitz;;"{""lat"": null, ""lon"": null}";;false;;Jobcenter;https://www.arbeitsagentur.de;;;;;;bmas;Bundesministerium für Arbeit und Soziales (BMAS);Jobcenter;Aggregiert unter Bundesagentur für Arbeit (BA);"[{""zu_id"": ""bmas"", ""typ"": ""UNTERSTELLT"", ""richtung"": ""eingehend"", ""seit"": null, ""quelle"": null}]";"[""https://www.arbeitsagentur.de""]";"{""vollstaendigkeit_prozent"": 58.3, ""zuletzt_verifiziert"": ""2026-06-06"", ""verifikation_noetig"": false}";2026-06-06;2.0
jobclo_14112;14112;1.0;Jobcenter Cloppenburg;;KdöR;Dienststelle der BA;Bund;Cloppenburg;;"{""lat"": null, ""lon"": null}";;false;;Jobcenter;https://www.arbeitsagentur.de;;;;;;bmas;Bundesministerium für Arbeit und Soziales (BMAS);Jobcenter;Aggregiert unter Bundesagentur für Arbeit (BA);"[{""zu_id"": ""bmas"", ""typ"": ""UNTERSTELLT"", ""richtung"": ""eingehend"", ""seit"": null, ""quelle"": null}]";"[""https://www.arbeitsagentur.de""]";"{""vollstaendigkeit_prozent"": 58.3, ""zuletzt_verifiziert"": ""2026-06-06"", ""verifikation_noetig"": false}";2026-06-06;2.0
jobcoblan_11949;11949;1.0;Jobcenter Coburg Land;;KdöR;Dienststelle der BA;Bund;Coburg Land;;"{""lat"": null, ""lon"": null}";;false;;Jobcenter;https://www.arbeitsagentur.de;;;;;;bmas;Bundesministerium für Arbeit und Soziales (BMAS);Jobcenter;Aggregiert unter Bundesagentur für Arbeit (BA);"[{""zu_id"": ""bmas"", ""typ"": ""UNTERSTELLT"", ""richtung"": ""eingehend"", ""seit"": null, ""quelle"": null}]";"[""https://www.arbeitsagentur.de""]";"{""vollstaendigkeit_prozent"": 58.3, ""zuletzt_verifiziert"": ""2026-06-06"", ""verifikation_noetig"": false}";2026-06-06;2.0
jobcobsta_11950;11950;1.0;Jobcenter Coburg Stadt;;KdöR;Dienststelle der BA;Bund;Coburg Stadt;;"{""lat"": null, ""lon"": null}";;false;;Jobcenter;https://www.arbeitsagentur.de;;931.98;2025;;;bmas;Bundesministerium für Arbeit und Soziales (BMAS);Jobcenter;Aggregiert unter Bundesagentur für Arbeit (BA);"[{""zu_id"": ""bmas"", ""typ"": ""UNTERSTELLT"", ""richtung"": ""eingehend"", ""seit"": null, ""quelle"": null}]";"[""https://www.arbeitsagentur.de""]";"{""vollstaendigkeit_prozent"": 58.3, ""zuletzt_verifiziert"": ""2026-06-06"", ""verifikation_noetig"": false}";2026-06-06;2.0
jobcoczel_14111;14111;1.0;Jobcenter Cochem-Zell;;KdöR;Dienststelle der BA;Bund;Cochem-Zell;;"{""lat"": null, ""lon"": null}";;false;;Jobcenter;https://www.arbeitsagentur.de;;;;;;bmas;Bundesministerium für Arbeit und Soziales (BMAS);Jobcenter;Aggregiert unter Bundesagentur für Arbeit (BA);"[{""zu_id"": ""bmas"", ""typ"": ""UNTERSTELLT"", ""richtung"": ""eingehend"", ""seit"": null, ""quelle"": null}]";"[""https://www.arbeitsagentur.de""]";"{""vollstaendigkeit_prozent"": 58.3, ""zuletzt_verifiziert"": ""2026-06-06"", ""verifikation_noetig"": false}";2026-06-06;2.0
jobcot_4136;4136;1.0;Jobcenter Cottbus;;KdöR;Dienststelle der BA;Bund;Cottbus;Brandenburg;"{""lat"": null, ""lon"": null}";;false;;Jobcenter;https://www.arbeitsagentur.de;;;;;;bmas;Bundesministerium für Arbeit und Soziales (BMAS);Jobcenter;Aggregiert unter Bundesagentur für Arbeit (BA);"[{""zu_id"": ""bmas"", ""typ"": ""UNTERSTELLT"", ""richtung"": ""eingehend"", ""seit"": null, ""quelle"": null}]";"[""https://www.arbeitsagentur.de""]";"{""vollstaendigkeit_prozent"": 66.7, ""zuletzt_verifiziert"": ""2026-06-06"", ""verifikation_noetig"": false}";2026-06-06;2.0
jobcux_14113;14113;1.0;Jobcenter Cuxhaven;;KdöR;Dienststelle der BA;Bund;Cuxhaven;;"{""lat"": null, ""lon"": null}";;false;;Jobcenter;https://www.arbeitsagentur.de;;;;;;bmas;Bundesministerium für Arbeit und Soziales (BMAS);Jobcenter;Aggregiert unter Bundesagentur für Arbeit (BA);"[{""zu_id"": ""bmas"", ""typ"": ""UNTERSTELLT"", ""richtung"": ""eingehend"", ""seit"": null, ""quelle"": null}]";"[""https://www.arbeitsagentur.de""]";"{""vollstaendigkeit_prozent"": 58.3, ""zuletzt_verifiziert"": ""2026-06-06"", ""verifikation_noetig"": false}";2026-06-06;2.0
jobdar_14114;14114;1.0;Jobcenter Darmstadt;;KdöR;Dienststelle der BA;Bund;Darmstadt;Hessen;"{""lat"": null, ""lon"": null}";;false;;Jobcenter;https://www.arbeitsagentur.de;;;;;;bmas;Bundesministerium für Arbeit und Soziales (BMAS);Jobcenter;Aggregiert unter Bundesagentur für Arbeit (BA);"[{""zu_id"": ""bmas"", ""typ"": ""UNTERSTELLT"", ""richtung"": ""eingehend"", ""seit"": null, ""quelle"": null}]";"[""https://www.arbeitsagentur.de""]";"{""vollstaendigkeit_prozent"": 66.7, ""zuletzt_verifiziert"": ""2026-06-06"", ""verifikation_noetig"": false}";2026-06-06;2.0
jobdeg_11952;11952;1.0;Jobcenter Deggendorf;;KdöR;Dienststelle der BA;Bund;Deggendorf;;"{""lat"": null, ""lon"": null}";;false;;Jobcenter;https://www.arbeitsagentur.de;;;;;;bmas;Bundesministerium für Arbeit und Soziales (BMAS);Jobcenter;Aggregiert unter Bundesagentur für Arbeit (BA);"[{""zu_id"": ""bmas"", ""typ"": ""UNTERSTELLT"", ""richtung"": ""eingehend"", ""seit"": null, ""quelle"": null}]";"[""https://www.arbeitsagentur.de""]";"{""vollstaendigkeit_prozent"": 58.3, ""zuletzt_verifiziert"": ""2026-06-06"", ""verifikation_noetig"": false}";2026-06-06;2.0
jobdel_14115;14115;1.0;Jobcenter Delmenhorst;;KdöR;Dienststelle der BA;Bund;Delmenhorst;;"{""lat"": null, ""lon"": null}";;false;;Jobcenter;https://www.arbeitsagentur.de;;;;;;bmas;Bundesministerium für Arbeit und Soziales (BMAS);Jobcenter;Aggregiert unter Bundesagentur für Arbeit (BA);"[{""zu_id"": ""bmas"", ""typ"": ""UNTERSTELLT"", ""richtung"": ""eingehend"", ""seit"": null, ""quelle"": null}]";"[""https://www.arbeitsagentur.de""]";"{""vollstaendigkeit_prozent"": 58.3, ""zuletzt_verifiziert"": ""2026-06-06"", ""verifikation_noetig"": false}";2026-06-06;2.0
jobdesroß_14116;14116;1.0;Jobcenter Dessau-Roßlau;;KdöR;Dienststelle der BA;Bund;Dessau-Roßlau;;"{""lat"": null, ""lon"": null}";;false;;Jobcenter;https://www.arbeitsagentur.de;;;;;;bmas;Bundesministerium für Arbeit und Soziales (BMAS);Jobcenter;Aggregiert unter Bundesagentur für Arbeit (BA);"[{""zu_id"": ""bmas"", ""typ"": ""UNTERSTELLT"", ""richtung"": ""eingehend"", ""seit"": null, ""quelle"": null}]";"[""https://www.arbeitsagentur.de""]";"{""vollstaendigkeit_prozent"": 58.3, ""zuletzt_verifiziert"": ""2026-06-06"", ""verifikation_noetig"": false}";2026-06-06;2.0
jobdeuwei_14117;14117;1.0;Jobcenter Deutsche Weinstraße;;KdöR;Dienststelle der BA;Bund;Deutsche Weinstraße;;"{""lat"": null, ""lon"": null}";;false;;Jobcenter;https://www.arbeitsagentur.de;;40.55;2025;;;bmas;Bundesministerium für Arbeit und Soziales (BMAS);Jobcenter;Aggregiert unter Bundesagentur für Arbeit (BA);"[{""zu_id"": ""bmas"", ""typ"": ""UNTERSTELLT"", ""richtung"": ""eingehend"", ""seit"": null, ""quelle"": null}]";"[""https://www.arbeitsagentur.de""]";"{""vollstaendigkeit_prozent"": 58.3, ""zuletzt_verifiziert"": ""2026-06-06"", ""verifikation_noetig"": false}";2026-06-06;2.0
jobdildon_11955;11955;1.0;Jobcenter Dillingen a.d. Donau;;KdöR;Dienststelle der BA;Bund;Dillingen a.d. Donau;;"{""lat"": null, ""lon"": null}";;false;;Jobcenter;https://www.arbeitsagentur.de;;;;;;bmas;Bundesministerium für Arbeit und Soziales (BMAS);Jobcenter;Aggregiert unter Bundesagentur für Arbeit (BA);"[{""zu_id"": ""bmas"", ""typ"": ""UNTERSTELLT"", ""richtung"": ""eingehend"", ""seit"": null, ""quelle"": null}]";"[""https://www.arbeitsagentur.de""]";"{""vollstaendigkeit_prozent"": 58.3, ""zuletzt_verifiziert"": ""2026-06-06"", ""verifikation_noetig"": false}";2026-06-06;2.0
jobdithei_14118;14118;1.0;Jobcenter Dithmarschen Heide;;KdöR;Dienststelle der BA;Bund;Heide;;"{""lat"": null, ""lon"": null}";;false;;Jobcenter;https://www.arbeitsagentur.de;;;;;;bmas;Bundesministerium für Arbeit und Soziales (BMAS);Jobcenter;Aggregiert unter Bundesagentur für Arbeit (BA);"[{""zu_id"": ""bmas"", ""typ"": ""UNTERSTELLT"", ""richtung"": ""eingehend"", ""seit"": null, ""quelle"": null}]";"[""https://www.arbeitsagentur.de""]";"{""vollstaendigkeit_prozent"": 58.3, ""zuletzt_verifiziert"": ""2026-06-06"", ""verifikation_noetig"": false}";2026-06-06;2.0
jobdon_14119;14119;1.0;Jobcenter Donnersbergkreis;;KdöR;Dienststelle der BA;Bund;Donnersbergkreis;;"{""lat"": null, ""lon"": null}";;false;;Jobcenter;https://www.arbeitsagentur.de;;;;;;bmas;Bundesministerium für Arbeit und Soziales (BMAS);Jobcenter;Aggregiert unter Bundesagentur für Arbeit (BA);"[{""zu_id"": ""bmas"", ""typ"": ""UNTERSTELLT"", ""richtung"": ""eingehend"", ""seit"": null, ""quelle"": null}]";"[""https://www.arbeitsagentur.de""]";"{""vollstaendigkeit_prozent"": 58.3, ""zuletzt_verifiziert"": ""2026-06-06"", ""verifikation_noetig"": false}";2026-06-06;2.0
jobdonriedon_11956;11956;1.0;Jobcenter Donau-Ries Donauwörth;;KdöR;Dienststelle der BA;Bund;Donau-Ries Donauwörth;;"{""lat"": null, ""lon"": null}";;false;;Jobcenter;https://www.arbeitsagentur.de;;;;;;bmas;Bundesministerium für Arbeit und Soziales (BMAS);Jobcenter;Aggregiert unter Bundesagentur für Arbeit (BA);"[{""zu_id"": ""bmas"", ""typ"": ""UNTERSTELLT"", ""richtung"": ""eingehend"", ""seit"": null, ""quelle"": null}]";"[""https://www.arbeitsagentur.de""]";"{""vollstaendigkeit_prozent"": 58.3, ""zuletzt_verifiziert"": ""2026-06-06"", ""verifikation_noetig"": false}";2026-06-06;2.0
jobdor_4290;4290;1.0;Jobcenter Dortmund;;KdöR;Dienststelle der BA;Bund;Dortmund;Nordrhein-Westfalen;"{""lat"": null, ""lon"": null}";;false;;Jobcenter;https://www.arbeitsagentur.de;;;;;;bmas;Bundesministerium für Arbeit und Soziales (BMAS);Jobcenter;Aggregiert unter Bundesagentur für Arbeit (BA);"[{""zu_id"": ""bmas"", ""typ"": ""UNTERSTELLT"", ""richtung"": ""eingehend"", ""seit"": null, ""quelle"": null}]";"[""https://www.arbeitsagentur.de""]";"{""vollstaendigkeit_prozent"": 66.7, ""zuletzt_verifiziert"": ""2026-06-06"", ""verifikation_noetig"": false}";2026-06-06;2.0
jobdre_10842;10842;1.0;Jobcenter Dresden;;KdöR;Dienststelle der BA;Bund;Dresden;Sachsen;"{""lat"": null, ""lon"": null}";;false;;Jobcenter;https://www.arbeitsagentur.de;;;;;;bmas;Bundesministerium für Arbeit und Soziales (BMAS);Jobcenter;Aggregiert unter Bundesagentur für Arbeit (BA);"[{""zu_id"": ""bmas"", ""typ"": ""UNTERSTELLT"", ""richtung"": ""eingehend"", ""seit"": null, ""quelle"": null}]";"[""https://www.arbeitsagentur.de""]";"{""vollstaendigkeit_prozent"": 66.7, ""zuletzt_verifiziert"": ""2026-06-06"", ""verifikation_noetig"": false}";2026-06-06;2.0
jobdui_4292;4292;1.0;Jobcenter Duisburg;;KdöR;Dienststelle der BA;Bund;Duisburg;Nordrhein-Westfalen;"{""lat"": null, ""lon"": null}";;false;;Jobcenter;https://www.arbeitsagentur.de;;;;;;bmas;Bundesministerium für Arbeit und Soziales (BMAS);Jobcenter;Aggregiert unter Bundesagentur für Arbeit (BA);"[{""zu_id"": ""bmas"", ""typ"": ""UNTERSTELLT"", ""richtung"": ""eingehend"", ""seit"": null, ""quelle"": null}]";"[""https://www.arbeitsagentur.de""]";"{""vollstaendigkeit_prozent"": 66.7, ""zuletzt_verifiziert"": ""2026-06-06"", ""verifikation_noetig"": false}";2026-06-06;2.0
jobdüs_4291;4291;1.0;Jobcenter Düsseldorf;;KdöR;Dienststelle der BA;Bund;Düsseldorf;Nordrhein-Westfalen;"{""lat"": null, ""lon"": null}";;false;;Jobcenter;https://www.arbeitsagentur.de;;;;;;bmas;Bundesministerium für Arbeit und Soziales (BMAS);Jobcenter;Aggregiert unter Bundesagentur für Arbeit (BA);"[{""zu_id"": ""bmas"", ""typ"": ""UNTERSTELLT"", ""richtung"": ""eingehend"", ""seit"": null, ""quelle"": null}]";"[""https://www.arbeitsagentur.de""]";"{""vollstaendigkeit_prozent"": 66.7, ""zuletzt_verifiziert"": ""2026-06-06"", ""verifikation_noetig"": false}";2026-06-06;2.0
jobebe_14120;14120;1.0;Jobcenter Ebersberg;;KdöR;Dienststelle der BA;Bund;Ebersberg;;"{""lat"": null, ""lon"": null}";;false;;Jobcenter;https://www.arbeitsagentur.de;;;;;;bmas;Bundesministerium für Arbeit und Soziales (BMAS);Jobcenter;Aggregiert unter Bundesagentur für Arbeit (BA);"[{""zu_id"": ""bmas"", ""typ"": ""UNTERSTELLT"", ""richtung"": ""eingehend"", ""seit"": null, ""quelle"": null}]";"[""https://www.arbeitsagentur.de""]";"{""vollstaendigkeit_prozent"": 58.3, ""zuletzt_verifiziert"": ""2026-06-06"", ""verifikation_noetig"": false}";2026-06-06;2.0
jobeic_11957;11957;1.0;Jobcenter Eichstätt;;KdöR;Dienststelle der BA;Bund;Eichstätt;;"{""lat"": null, ""lon"": null}";;false;;Jobcenter;https://www.arbeitsagentur.de;;;;;;bmas;Bundesministerium für Arbeit und Soziales (BMAS);Jobcenter;Aggregiert unter Bundesagentur für Arbeit (BA);"[{""zu_id"": ""bmas"", ""typ"": ""UNTERSTELLT"", ""richtung"": ""eingehend"", ""seit"": null, ""quelle"": null}]";"[""https://www.arbeitsagentur.de""]";"{""vollstaendigkeit_prozent"": 58.3, ""zuletzt_verifiziert"": ""2026-06-06"", ""verifikation_noetig"": false}";2026-06-06;2.0
jobelbels_4134;4134;1.0;Jobcenter Elbe-Elster;;KdöR;Dienststelle der BA;Bund;Elbe-Elster;;"{""lat"": null, ""lon"": null}";;false;;Jobcenter;https://www.arbeitsagentur.de;;;;;;bmas;Bundesministerium für Arbeit und Soziales (BMAS);Jobcenter;Aggregiert unter Bundesagentur für Arbeit (BA);"[{""zu_id"": ""bmas"", ""typ"": ""UNTERSTELLT"", ""richtung"": ""eingehend"", ""seit"": null, ""quelle"": null}]";"[""https://www.arbeitsagentur.de""]";"{""vollstaendigkeit_prozent"": 58.3, ""zuletzt_verifiziert"": ""2026-06-06"", ""verifikation_noetig"": false}";2026-06-06;2.0
jobemd_14122;14122;1.0;Jobcenter Emden;;KdöR;Dienststelle der BA;Bund;Emden;;"{""lat"": null, ""lon"": null}";;false;;Jobcenter;https://www.arbeitsagentur.de;;;;;;bmas;Bundesministerium für Arbeit und Soziales (BMAS);Jobcenter;Aggregiert unter Bundesagentur für Arbeit (BA);"[{""zu_id"": ""bmas"", ""typ"": ""UNTERSTELLT"", ""richtung"": ""eingehend"", ""seit"": null, ""quelle"": null}]";"[""https://www.arbeitsagentur.de""]";"{""vollstaendigkeit_prozent"": 58.3, ""zuletzt_verifiziert"": ""2026-06-06"", ""verifikation_noetig"": false}";2026-06-06;2.0
joberf_14123;14123;1.0;Jobcenter Erfurt;;KdöR;Dienststelle der BA;Bund;Erfurt;Thüringen;"{""lat"": null, ""lon"": null}";;false;;Jobcenter;https://www.arbeitsagentur.de;;;;;;bmas;Bundesministerium für Arbeit und Soziales (BMAS);Jobcenter;Aggregiert unter Bundesagentur für Arbeit (BA);"[{""zu_id"": ""bmas"", ""typ"": ""UNTERSTELLT"", ""richtung"": ""eingehend"", ""seit"": null, ""quelle"": null}]";"[""https://www.arbeitsagentur.de""]";"{""vollstaendigkeit_prozent"": 66.7, ""zuletzt_verifiziert"": ""2026-06-06"", ""verifikation_noetig"": false}";2026-06-06;2.0
joberlhöc_11959;11959;1.0;Jobcenter Erlangen-Höchstadt;;KdöR;Dienststelle der BA;Bund;Langen;;"{""lat"": null, ""lon"": null}";;false;;Jobcenter;https://www.arbeitsagentur.de;;;;;;bmas;Bundesministerium für Arbeit und Soziales (BMAS);Jobcenter;Aggregiert unter Bundesagentur für Arbeit (BA);"[{""zu_id"": ""bmas"", ""typ"": ""UNTERSTELLT"", ""richtung"": ""eingehend"", ""seit"": null, ""quelle"": null}]";"[""https://www.arbeitsagentur.de""]";"{""vollstaendigkeit_prozent"": 58.3, ""zuletzt_verifiziert"": ""2026-06-06"", ""verifikation_noetig"": false}";2026-06-06;2.0
jobfic_11960;11960;1.0;Jobcenter Fichtelgebirge;;KdöR;Dienststelle der BA;Bund;Fichtelgebirge;;"{""lat"": null, ""lon"": null}";;false;;Jobcenter;https://www.arbeitsagentur.de;;;;;;bmas;Bundesministerium für Arbeit und Soziales (BMAS);Jobcenter;Aggregiert unter Bundesagentur für Arbeit (BA);"[{""zu_id"": ""bmas"", ""typ"": ""UNTERSTELLT"", ""richtung"": ""eingehend"", ""seit"": null, ""quelle"": null}]";"[""https://www.arbeitsagentur.de""]";"{""vollstaendigkeit_prozent"": 58.3, ""zuletzt_verifiziert"": ""2026-06-06"", ""verifikation_noetig"": false}";2026-06-06;2.0
